security_code,isin,symbol,security_group,security_name
500002,INE117A01022,ABB,A,ABB INDIA LIMITED
500003,INE208C01025,AEGISLOG,A,AEGIS LOGISTICS LTD.
500008,INE885A01032,ARE&M,A,Amara Raja Energy & Mobility L
500009,INE432A01017,AMBALALSA,X,AMBALAL SARABHAI ENTERPRISES L
500012,INE714B01016,ANDHRAPET,X,ANDHRA PETROCHEMICALS LTD.
500013,INE436A01026,ANSALAPI,Z,ANSAL PROPERTIES & INFRASTRUCT
500014,INE096A01010,UTIQUE,X,UTIQUE ENTERPRISES LIMITED
500016,INE957C01019,ARUNAHTEL,X,ARUNA HOTELS LTD.
500020,INE032A01023,BOMDYEING,A,BOMBAY DYEING & MFG.CO.LTD.
500023,INE363A01022,ASIANHOTNR,T,ASIAN HOTELS (NORTH) LIMITED
500027,INE100A01010,ATUL,A,ATUL LTD.
500028,INE447A01015,ATVPR,XT,ATV PROJECTS INDIA LTD.
500031,INE193E01025,BAJAJELEC,A,BAJAJ ELECTRICALS LTD.
500032,INE306A01021,BAJAJHIND,A,BAJAJ HINDUSTHAN SUGAR LIMITED
500033,INE451A01017,FORCEMOT,A,FORCE MOTORS LTD.
500034,INE296A01024,BAJFINANCE,A,BAJAJ FINANCE LIMITED
500038,INE119A01028,BALRAMCHIN,A,BALRAMPUR CHINI MILLS LTD.
500039,INE213C01025,BANCOINDIA,B,BANCO PRODUCTS (INDIA) LTD.
500040,INE055A01016,CENTURYTEX,A,CENTURY TEXTILES & INDUSTRIES
500041,INE459A01010,BANARISUG,B,BANNARI AMMAN SUGARS LTD.
500042,INE373A01013,BASF,A,BASF INDIA LTD.
500043,INE176A01028,BATAINDIA,A,BATA INDIA LTD.
500048,INE258A01016,BEML,A,BEML LTD.
500049,INE263A01024,BEL,A,BHARAT ELECTRONICS LTD.
500052,INE922A01025,BEPL,B,BHANSALI ENGINEERING POLYMERS
500058,INE819C01011,BIHSPONG,XT,BIHAR SPONGE IRON LTD.
500059,INE071A01013,BINANIIND,T,BINANI INDUSTRIES LTD.
500060,INE800A01015,BIRLACABLE,B,Birla Cable Limited
500067,INE472A01039,BLUESTARCO,A,BLUE STAR LTD.
500068,INE131C01011,DISAQ,B,DISA INDIA LTD.
500069,INE418C01012,QUESTCAP,X,QUEST CAPITAL MARKETS LIMITED
500074,INE110A01019,BPL,B,BPL LTD.
500078,INE959C01023,OAL,B,ORIENTAL AROMATICS LIMITED
500083,INE281A01026,CENTEXT,B,CENTURY EXTRUSIONS LTD.
500084,INE486A01021,CESC,A,CESC LTD.
500085,INE085A01013,CHAMBLFERT,A,CHAMBAL FERTILISERS & CHEMICAL
500086,INE302A01020,EXIDEIND,A,EXIDE INDUSTRIES LTD.
500087,INE059A01026,CIPLA,A,CIPLA LTD.
500089,INE303A01010,DICIND,B,DIC INDIA LTD.
500092,INE007A01025,CRISIL,A,CRISIL LTD.
500093,INE067A01029,CGPOWER,A,CG Power and Industrial Soluti
500096,INE016A01026,DABUR,A,DABUR INDIA LTD.
500097,INE495A01022,DALMIASUG,B,DALMIA BHARAT SUGAR AND INDUST
500101,INE034A01011,ARVIND,A,ARVIND LTD.
500103,INE257A01026,BHEL,A,BHARAT HEAVY ELECTRICALS LTD.
500104,INE094A01015,HINDPETRO,A,HINDUSTAN PETROLEUM CORPORATIO
500106,INE039A01010,IFCI,A,IFCI LTD.
500108,INE153A01019,MTNL,B,MAHANAGAR TELEPHONE NIGAM LTD.
500109,INE103A01014,MRPL,A,MANGALORE REFINERY & PETROCHEM
500110,INE178A01016,CHENNPETRO,A,CHENNAI PETROLEUM CORPORATION
500112,INE062A01020,SBIN,A,STATE BANK OF INDIA
500113,INE114A01011,SAIL,A,STEEL AUTHORITY OF INDIA LTD.
500114,INE280A01028,TITAN,A,TITAN COMPANY LIMITED
500116,INE008A01015,IDBI,A,IDBI BANK LTD.
500117,INE500A01029,DCW,B,DCW LTD.
500119,INE041A01016,DHAMPURSUG,A,DHAMPUR SUGAR MILLS LTD.
500120,INE591D01014,DIAMINESQ,B,DIAMINES & CHEMICALS LTD.
500123,INE280B01018,ELANTAS,B,ELANTAS BECK INDIA LTD.
500124,INE089A01023,DRREDDY,A,DR.REDDYS LABORATORIES LTD.
500125,INE126A01031,EIDPARRY,A,E.I.D.-PARRY (INDIA) LTD.
500126,INE199A01012,PGHL,A,PROCTER & GAMBLE HEALTH LIMITE
500128,INE086A01029,ELECTCAST,A,ELECTROSTEEL CASTINGS LTD.
500133,INE284A01012,ESABINDIA,A,ESAB INDIA LTD.
500135,INE255A01020,EPL,A,EPL LIMITED
500136,INE778B01029,ESTER,B,ESTER INDUSTRIES LTD.
500142,INE512A01016,FGP,X,FGP LTD.
500143,INE160F01013,PHCAP,XT,PH CAPITAL LTD.
500144,INE235A01022,FINCABLES,A,FINOLEX CABLES LTD.
500147,INE515A01019,COCKERILL,B,JOHN COCKERILL INDIA LIMITED
500148,INE516A01017,UFLEX,A,UFLEX LTD.
500150,INE519A01011,FOSECOIND,B,FOSECO INDIA LTD.
500151,INE973A01010,GOLDENTOBC,Z,GOLDEN TOBACCO LTD.
500153,INE388A01029,GANESHBE,B,GANESH BENZOPLAST LTD.
500159,INE085D01033,METROGLOBL,X,METROGLOBAL LIMITED
500160,INE043A01012,GTL,T,GTL LTD.
500163,INE260B01028,GODFRYPHLP,A,GODFREY PHILLIPS INDIA LTD.
500164,INE233A01035,GODREJIND,A,GODREJ INDUSTRIES LTD.
500165,INE531A01024,KANSAINER,A,KANSAI NEROLAC PAINTS LTD.
500166,INE300A01016,GOODRICKE,X,GOODRICKE GROUP LTD.
500168,INE533A01012,GOODYEAR,B,GOODYEAR INDIA LTD.
500170,INE537A01013,GTNINDS,X,GTN INDUSTRIES LTD.
500171,INE539A01019,GHCL,A,GHCL LTD.
500173,INE538A01037,GFLLIMITED,B,GFL LIMITED
500174,INE540A01017,GLFL,T,GUJARAT LEASE FINANCING LTD.
500179,INE236A01020,HCL-INSYS,T,HCL INFOSYSTEMS LTD.
500180,INE040A01034,HDFCBANK,A,HDFC BANK LTD.
500182,INE158A01026,HEROMOTOCO,A,HERO MOTOCORP LTD.
500183,INE548A01028,HFCL,A,HFCL LIMITED
500184,INE019C01026,HSCL,A,Himadri Speciality Chemical Lt
500185,INE549A01026,HCC,A,HINDUSTAN CONSTRUCTION CO.LTD.
500186,INE345A01011,HINDOILEXP,A,HINDUSTAN OIL EXPLORATION CO.L
500187,INE415A01038,AGI,A,AGI GREENPAC LIMITED
500188,INE267A01025,HINDZINC,A,HINDUSTAN ZINC LTD.
500189,INE353A01023,NDLVENTURE,B,NDL Ventures Limited
500191,INE262A01018,HMT,Z,HMT LTD.
500192,INE962B01011,PRAGBOS,X,PRAG BOSIMI SYNTHETICS LTD.
500193,INE102A01024,HLVLTD,T,HLV LIMITED
500199,INE204A01010,IGPL,B,I G PETROCHEMICALS LTD.
500201,INE560A01015,INDIAGLYCO,B,INDIA GLYCOLS LTD.
500202,INE333C01013,INDLEASE,X,INDIA LEASE DEVELOPMENT LTD.
500206,INE680B01019,MARGOFIN,XT,MARGO FINANCE LIMITED
500207,INE156A01020,INDORAMA,B,INDO RAMA SYNTHETICS (INDIA) L
500209,INE009A01021,INFY,A,INFOSYS LTD.
500210,INE177A01018,INGERRAND,A,INGERSOLL-RAND (INDIA) LTD.
500213,INE262B01016,ITHL,X,INTERNATIONAL TRAVEL HOUSE LTD
500214,INE570A01022,IONEXCHANG,A,ION EXCHANGE (INDIA) LTD.
500215,INE209A01019,ATFL,B,AGRO TECH FOODS LTD.
500219,INE175A01038,JISLJALEQS,A,JAIN IRRIGATION SYSTEMS LTD.
500220,INE711C01028,JASCH,XT,JASCH INDUSTRIES LTD.
500227,INE197D01010,JINDALPOLY,B,JINDAL POLY FILMS LTD.
500228,INE019A01038,JSWSTEEL,A,JSW STEEL LTD.
500231,INE864B01027,UMANGDAIRY,B,UMANG DAIRIES LTD.
500233,INE217B01036,KAJARIACER,A,KAJARIA CERAMICS LTD.
500234,INE437B01014,KAKATCEM,B,KAKATIYA CEMENT SUGAR & INDUST
500235,INE907A01026,KSL,B,KALYANI STEELS LTD.
500236,INE252C01015,KANELIND,XT,KANEL INDUSTRIES LIMITED
500238,INE716A01013,WHIRLPOOL,A,WHIRLPOOL OF INDIA LTD.
500239,INE104A01012,KGDENIM,X,KG DENIM LTD.
500240,INE266B01017,KINETICENG,X,KINETIC ENGINEERING LTD.
500241,INE732A01036,KIRLOSBROS,A,KIRLOSKAR BROTHERS LTD.
500243,INE250A01039,KIRLOSIND,B,KIRLOSKAR INDUSTRIES LTD
500245,INE884B01025,KIRLFER,A,KIRLOSKAR FERROUS INDUSTRIES L
500246,INE601C01013,ENVAIREL,XT,ENVAIR ELECTRODYNE LTD.
500247,INE237A01028,KOTAKBANK,A,KOTAK MAHINDRA BANK LTD.
500248,INE073A01019,KRIFILIND,XT,KRISHNA FILAMENT INDUSTRIES LI
500249,INE999A01015,KSB,A,KSB LIMITED
500250,INE337A01034,LGBBROSLTD,A,L.G.BALAKRISHNAN & BROS.LTD.
500251,INE849A01020,TRENT,A,TRENT LTD.
500252,INE269B01029,LAXMIMACH,A,LAKSHMI MACHINE WORKS LTD.
500253,INE115A01026,LICHSGFIN,A,LIC HOUSING FINANCE LTD.
500257,INE326A01037,LUPIN,A,LUPIN LTD.
500259,INE933A01014,LYKALABS,B,LYKA LABS LTD.
500260,INE331A01037,RAMCOCEM,A,THE RAMCO CEMENTS LIMITED
500262,INE965B01022,HYBRIDFIN,B,HYBRID FINANCIAL SERVICES LIMI
500264,INE270B01035,MAFATIND,X,MAFATLAL INDUSTRIES LTD.
500265,INE271B01025,MAHSEAMLES,A,MAHARASHTRA SEAMLESS LTD.
500266,INE288A01013,MAHSCOOTER,A,MAHARASHTRA SCOOTERS LTD.
500267,INE201B01022,MAJESAUT,X,MAJESTIC AUTO LTD.
500268,INE201A01024,MANALIPETC,B,MANALI PETROCHEMICAL LTD.
500270,INE461A01024,BARODARY,X,BARODA RAYON CORPORATION LTD.
500271,INE180A01020,MFSL,A,Max Financial Services Limited
500277,INE401C01018,MIDINDIA,XT,MID INDIA INDUSTRIES LTD.
500279,INE831A01028,MIRCELECTR,B,MIRC ELECTRONICS LTD.
500280,INE485A01015,CENTENKA,B,CENTURY ENKA LTD.
500282,INE794W01014,MODTHREAD,T,MODERN THREADS (INDIA) LTD.
500284,INE846D01012,LORDSCHLO,T,LORDS CHLORO ALKALI LTD.
500285,INE285B01017,SPICEJET,B,SPICEJET LTD.
500288,INE083A01026,MOREPENLAB,A,MOREPEN LABORATORIES LTD.
500290,INE883A01011,MRF,A,MRF LTD.
500292,INE578A01017,HEIDELBERG,A,HEIDELBERGCEMENT INDIA LTD.
500294,INE868B01028,NCC,A,NCC LIMITED
500295,INE205A01025,VEDL,A,VEDANTA LIMITED
500296,INE290A01027,NAHARSPING,B,NAHAR SPINNING MILLS LTD.
500298,INE585A01020,NAPEROL,X,Naperol Investments Limited
500300,INE047A01021,GRASIM,A,GRASIM INDUSTRIES LTD.
500302,INE140A01024,PEL,A,PIRAMAL ENTERPRISES LTD.
500304,INE161A01038,NIITLTD,A,NIIT LTD.
500306,INE903A01025,JAYKAY,X,JAYKAY ENTERPRISES LTD.
500307,INE910A01012,NIRLON,B,NIRLON LTD.
500312,INE213A01029,ONGC,A,OIL AND NATURAL GAS CORPORATIO
500313,INE591A01010,OILCOUNTUB,T,OIL COUNTRY TUBULAR LTD.
500314,INE750A01020,ORIENTHOT,B,ORIENTAL HOTELS LTD.
500317,INE142A01012,OSWALAGRO,B,OSWAL AGRO MILLS LTD.
500319,INE557C01017,INDSUCR,X,INDIAN SUCROSE LTD.
500322,INE167E01037,PANCM,XT,PANYAM CEMENTS & MINERAL INDUS
500325,INE002A01018,RELIANCE,A,RELIANCE INDUSTRIES LTD.
500327,INE600A01035,PILITA,B,Pil Italica Lifestyle Limited
500330,INE301A01014,RAYMOND,T,RAYMOND LTD.
500331,INE318A01026,PIDILITIND,A,PIDILITE INDUSTRIES LTD.
500333,INE751B01018,PIXTRANS,B,PIX TRANSMISSIONS LTD.
500335,INE340A01012,BIRLACORPN,A,BIRLA CORPORATION LTD.
500336,INE335A01020,SURYAROSNI,B,SURYA ROSHNI LTD.
500337,INE032B01021,PRIMESECU,B,PRIME SECURITIES LTD.
500338,INE010A01011,PRSMJOHNSN,A,PRISM JOHNSON LIMITED.
500339,INE855B01025,RAIN,A,RAIN INDUSTRIES LIMITED
500342,INE024D01016,PRUDMOULI,B,PRUDENTIAL SUGAR CORPORATION L
500343,INE606A01024,AMJLAND,B,AMJ LAND HOLDINGS LIMITED
500346,INE609A01010,PUNJCOMMU,B,PUNJAB COMMUNICATIONS LTD.
500350,INE611A01016,RSWM,B,RSWM LTD.
500354,INE562B01019,RAJSREESUG,B,RAJSHREE SUGARS & CHEMICALS LT
500355,INE613A01020,RALLIS,A,RALLIS INDIA LTD.
500356,INE278B01020,RAMANEWS,B,SHREE RAMA NEWSPRINT LTD.
500357,INE425E01013,RAMAPPR-B,XT,RAMA PAPER MILLS LTD.
500360,INE350D01015,RAPICUT,X,RAPICUT CARBIDES LTD.
500365,INE731F01037,WELSPLSOL,B,WELSPUN SPECIALTY SOLUTIONS LI
500367,INE642C01025,RUBFILA,X,RUBFILA INTERNATIONAL LTD.
500368,INE619A01035,PATANJALI,A,Patanjali Foods Limited
500370,INE924A01013,SALORAINTL,XT,SALORA INTERNATIONAL LTD.
500378,INE324A01024,JINDALSAW,A,JINDAL SAW LTD.
500380,INE786A01032,JKLAKSHMI,A,JK LAKSHMI CEMENT LTD.
500387,INE070A01015,SHREECEM,A,SHREE CEMENT LTD.
500388,INE970C01012,SKPMIL,XT,SHREE KRISHNA PAPER MILLS & IN
500390,INE036A01016,RELINFRA,A,RELIANCE INFRASTRUCTURE LTD.
500400,INE245A01021,TATAPOWER,A,TATA POWER CO.LTD.
500402,INE937A01023,SPMLINFRA,B,SPML INFRA LIMITED
500403,INE387A01021,SUNDRMFAST,A,SUNDRAM FASTENERS LTD.
500404,INE947A01014,SUNFLAG,A,SUNFLAG IRON & STEEL CO.LTD.
500405,INE663A01033,SPLPETRO,A,SUPREME PETROCHEM LTD.
500407,INE277A01016,SWARAJENG,B,SWARAJ ENGINES LTD.
500408,INE670A01012,TATAELXSI,A,TATA ELXSI LTD.
500410,INE012A01025,ACC,A,ACC LTD.
500411,INE152A01029,THERMAX,A,THERMAX LTD.
500412,INE338A01024,TIRUMALCHM,A,THIRUMALAI CHEMICALS LTD.
500413,INE332A01027,THOMASCOOK,B,THOMAS COOK (INDIA) LTD.
500414,INE064A01026,TIMEX,B,TIMEX GROUP INDIA LTD.
500418,INE932C01012,TOKYOPLAST,B,TOKYO PLAST INTERNATIONAL LTD.
500420,INE685A01028,TORNTPHARM,A,TORRENT PHARMACEUTICALS LTD.
500421,INE578C01021,TPINDIA,XT,TPI INDIA LTD.
500422,INE019B01010,TRANSCHEM,XT,TRANSCHEM LTD.
500425,INE079A01024,AMBUJACEM,A,AMBUJA CEMENTS LTD.
500426,INE184E01024,UTLINDS,XT,UTL INDUSTRIES LIMITED
500429,INE037A01022,UNIENTER,B,UNIPHOS ENTERPRISES LTD.
500439,INE701A01023,VHL,B,VARDHMAN HOLDINGS LTD.
500440,INE038A01020,HINDALCO,A,HINDALCO INDUSTRIES LTD.
500444,INE976A01021,WSTCSTPAPR,A,West Coast Paper Mills Limited
500449,INE048A01011,HOCL,B,HINDUSTAN ORGANIC CHEMICALS LT
500450,INE844C01027,MPILCORPL,X,MPIL CORPORATION LTD.
500456,INE818B01023,PASUPTAC,B,PASUPATI ACRYLON LTD.
500458,INE601A01017,KORE,X,Kore Foods Limited
500459,INE179A01014,PGHH,A,PROCTER & GAMBLE HYGIENE & HEA
500460,INE304A01026,MUKANDLTD,B,MUKAND LTD.
500463,INE676A01027,BBOX,B,BLACK BOX LIMITED
500464,INE139B01016,UCAL,B,UCAL LIMITED
500467,INE544A01019,HARRMALAYA,B,HARRISONS MALAYALAM LTD.
500469,INE171A01029,FEDERALBNK,A,FEDERAL BANK LTD.
500470,INE081A01020,TATASTEEL,A,TATA STEEL LTD.
500472,INE640A01023,SKFINDIA,A,SKF INDIA LTD.
500477,INE208A01029,ASHOKLEY,A,ASHOK LEYLAND LTD.
500480,INE298A01020,CUMMINSIND,A,CUMMINS INDIA LTD.
500483,INE151A01013,TATACOMM,A,TATA COMMUNICATIONS LTD.
500488,INE358A01014,ABBOTINDIA,A,ABBOTT INDIA LTD.
500490,INE118A01012,BAJAJHLDNG,A,BAJAJ HOLDINGS & INVESTMENT LT
500493,INE465A01025,BHARATFORG,A,BHARAT FORGE LTD.
500495,INE042A01014,ESCORTS,A,Escorts Kubota Limited
500500,INE253A01025,HINDMOTORS,B,HINDUSTAN MOTORS LTD.
500510,INE018A01030,LT,A,LARSEN & TOUBRO LTD.
500520,INE101A01026,M&M,A,MAHINDRA & MAHINDRA LTD.
500530,INE323A01026,BOSCHLTD,A,BOSCH LTD.
500540,INE342A01018,PREMIER,T,PREMIER LTD.
500547,INE029A01011,BPCL,A,BHARAT PETROLEUM CORPORATION L
500550,INE003A01024,SIEMENS,A,SIEMENS LTD.
500570,INE155A01022,TATAMOTORS,A,TATA MOTORS LTD.
500575,INE226A01021,VOLTAS,A,VOLTAS LTD.
500620,INE017A01032,GESHIP,A,GREAT EASTERN SHIPPING CO.LTD.
500645,INE501A01019,DEEPAKFERT,A,DEEPAK FERTILISERS & PETROCHEM
500650,INE369A01029,EXCELINDUS,B,EXCEL INDUSTRIES LTD.
500655,INE291A01017,GRWRHITECH,B,GARWARE HI-TECH FILMS LIMITED
500660,INE159A01016,GLAXO,A,GLAXOSMITHKLINE PHARMACEUTICAL
500670,INE113A01013,GNFC,A,GUJARAT NARMADA VALLEY FERTILI
500672,INE234A01025,NOVARTIND,B,NOVARTIS INDIA LTD.
500674,INE058A01010,SANOFI,A,SANOFI INDIA LTD
500680,INE182A01018,PFIZER,A,PFIZER LTD.
500690,INE026A01025,GSFC,A,GUJARAT STATE FERTILIZERS & CH
500696,INE030A01027,HINDUNILVR,A,HINDUSTAN UNILEVER LTD.
500710,INE133A01011,AKZOINDIA,A,AKZO NOBEL INDIA LIMITED
500730,INE163A01018,NOCIL,A,NOCIL LTD.
500770,INE092A01019,TATACHEM,A,TATA CHEMICALS LTD.
500777,INE148A01019,TNPETRO,B,TAMILNADU PETROPRODUCTS LTD.
500780,INE217A01012,ZUARIIND,B,Zuari Industries Limited
500790,INE239A01024,NESTLEIND,A,NESTLE INDIA LTD.
500800,INE192A01025,TATACONSUM,A,TATA CONSUMER PRODUCTS LIMITED
500820,INE021A01026,ASIANPAINT,A,ASIAN PAINTS LTD.
500825,INE216A01030,BRITANNIA,A,BRITANNIA INDUSTRIES LTD.
500830,INE259A01022,COLPAL,A,COLGATE-PALMOLIVE (INDIA) LTD.
500840,INE230A01023,EIHOTEL,A,EIH LTD.
500850,INE053A01029,INDHOTEL,A,INDIAN HOTELS CO.LTD.
500870,INE172A01027,CASTROLIND,A,CASTROL INDIA LTD.
500875,INE154A01025,ITC,A,ITC LTD.
500877,INE438A01022,APOLLOTYRE,A,APOLLO TYRES LTD.
500878,INE482A01020,CEATLTD,A,CEAT LTD.
500890,INE832A01018,MODIRUBBER,T,MODI RUBBER LTD.
500940,INE183A01024,FINPIPE,A,FINOLEX INDUSTRIES LTD.
501148,INE422D01012,DSINVEST,XT,DALAL STREET INVESTMENTS LTD.
501150,INE660C01027,CENTRUM,B,CENTRUM CAPITAL LTD.
501242,INE911B01018,TCIFINANCE,T,TCI FINANCE LTD.
501295,INE886A01014,IITL,B,INDUSTRIAL INVESTMENT TRUST LT
501298,INE620D01011,INDPRUD,X,INDUSTRIAL & PRUDENTIAL INVEST
501301,INE672A01018,TATAINVEST,A,TATA INVESTMENT CORPORATION LT
501311,INE998D01011,JAYBHCR,X,JAYABHARAT CREDIT LTD.
501314,INE286N01028,PRISMX,X,PRISMX GLOBAL VENTURES LIMITED
501343,INE861B01023,MOTOGENFIN,B,MOTOR & GENERAL FINANCE LTD.
501370,INE695D01021,WALCHPF,X,WALCHAND PEOPLEFIRST LTD.
501391,INE855A01019,WHBRADY,X,W.H.BRADY & CO.LTD.
501421,INE314H01012,TECHNVISN,XT,TechNVision Ventures Limited
501423,INE151G01028,SHAILY,B,SHAILY ENGINEERING PLASTICS LT
501425,INE050A01025,BBTC,A,BOMBAY BURMAH TRADING CORP.LTD
501430,INE691K01017,BOMBCYC,X,BOMBAY CYCLE & MOTOR AGENCY LT
501455,INE224A01026,GREAVESCOT,A,GREAVES COTTON LTD.
501477,INE003F01015,MULLER,X,MULLER & PHIPPS (INDIA) LTD.
501622,INE492N01022,AMALGAM,XT,AMALGAMATED ELECTRICITY CO.LTD
501700,INE131H01028,INDIANVSH,XT,INDIANIVESH LTD.
501831,INE377E01016,COASTCORP,B,COASTAL CORPORATION LTD.
501833,INE490A01015,CHOWGULSTM,XT,CHOWGULE STEAMSHIPS LTD.
501848,INE446C01013,GLOBOFFS,X,GLOBAL OFFSHORE SERVICES LTD.
502015,INE443A01030,ASIIL,X,ASI INDUSTRIES LIMITED
502090,INE229C01021,SAGCEM,B,SAGAR CEMENTS LTD.
502133,INE07BK01011,HEMACEM,X,HEMADRI CEMENTS LTD.
502137,INE583C01021,DECCANCE,B,DECCAN CEMENTS LTD.
502157,INE347A01017,MANGLMCEM,B,MANGALAM CEMENT LTD.
502168,INE732C01016,NCLIND,B,NCL INDUSTRIES LTD.
502175,INE626A01014,SAURASHCEM,B,SAURASHTRA CEMENT LTD.
502180,INE232A01011,SHREDIGCEM,B,SHREE DIGVIJAY CEMENT CO.LTD.
502219,INE666D01022,BORORENEW,A,BOROSIL RENEWABLES LIMITED
502250,INE347D01011,LERTHAI,XT,LERTHAI FINANCE LIMITED
502281,INE094C01011,TRIVENIGQ,X,TRIVENI GLASS LTD.
502294,INE416N01013,NILACHAL,XT,NILACHAL REFRACTORIES LTD.
502330,INE435A01028,ANDHRAPAP,B,ANDHRA PAPER LIMITED
502355,INE787D01026,BALKRISIND,A,BALKRISHNA INDUSTRIES LTD.
502420,INE592A01026,ORIENTPPR,B,ORIENT PAPER & INDUSTRIES LTD.
502445,INE906D01014,CITADEL,XT,CITADEL REALTY AND DEVELOPERS
502448,INE927A01040,ROLLT,T,ROLLATAINERS LTD.
502450,INE630A01024,SESHAPAPER,B,SESHASAYEE PAPER & BOARDS LTD.
502587,INE777A01023,NATHIND,X,NATH INDUSTRIES LIMITED
502589,INE464D01014,VAPIENTER,X,VAPI ENTERPRISE LIMITED
502820,INE498A01018,DCM,B,DCM LTD.
502865,INE518A01013,FORBESCO,X,FORBES & COMPANY LTD.
502873,INE950C01014,HPCOTTON,X,H.P.COTTON TEXTILE MILLS LTD.
502893,INE706D01018,UNITEDINT,XT,UNITED INTERACTIVE LTD.
502901,INE462D01026,JAMSHRI,XT,JAMSHRI REALTY LIMITED
502933,INE498G01015,KATRSPG,X,KATARE SPINNING MILLS LTD.
502937,INE087A01019,KESORAMIND,A,KESORAM INDUSTRIES LTD.
502958,INE938C01019,LAKSHMIMIL,X,LAKSHMI MILLS COMPANY LTD.
502986,INE825A01020,VTL,A,VARDHMAN TEXTILES LTD.
503031,INE138A01028,PENINLAND,B,PENINSULA LAND LTD.
503092,INE909B01020,PASUSPG,XT,PASUPATI SPG.& WVG.MILLS LTD.
503100,INE211B01039,PHOENIXLTD,A,THE PHOENIX MILLS LTD
503101,INE182D01020,MARATHON,B,MARATHON NEXTGEN REALTY LTD.
503127,INE491N01016,RAJABAH,X,RAJA BAHADUR INTERNATIONAL LTD
503162,INE750D01016,RELCHEMQ,B,RELIANCE CHEMOTEX INDUSTRIES L
503169,INE301D01026,RUBYMILLS,B,RUBY MILLS LTD.
503229,INE167H01014,SIMPLXREA,X,SIMPLEX REALTY LTD.
503310,INE665A01038,SWANENERGY,A,SWAN ENERGY LTD.
503349,INE203D01016,VICTMILL,X,VICTORIA MILLS LTD.
503624,INE406N01014,ZSVARAJT,XT,SVARAJ TRADING & AGENCIES LTD.
503641,INE945J01027,ZODIACVEN,X,ZODIAC VENTURES LIMITED
503657,INE255E01030,VEERENRGY,X,VEER ENERGY & INFRASTRUCTURE L
503659,INE948K01011,SW1,XT,SW INVESTMENTS LTD
503663,INE026L01022,TILAK,X,Tilak Ventures Limited
503669,INE509J01013,KKFIN,XT,K K Fincorp Limited
503675,INE786K01023,WAGEND,XT,WAGEND INFRA VENTURE LIMITED
503685,INE828I01019,MEDIAONE,X,MEDIAONE GLOBAL ENTERTAINMENT
503722,INE629D01020,BANSWRAS,B,BANSWARA SYNTEX LTD.
503772,INE380D01012,MODWOOL,X,MODELLA WOOLLENS LTD.
503776,INE170C01019,MODIPON,X,MODIPON LTD.
503804,INE204C01024,SHRIDINE,X,SHRI DINESH MILLS LTD.
503806,INE647A01010,SRF,A,SRF LTD.
503811,INE076B01028,SIYSIL,B,SIYARAM SILK MILLS LTD.
503816,INE243N01029,SWADPOL,XT,SWADESHI POLYTEX LTD.
503863,INE632A01012,SHRMFGC,XT,SHREE MANUFACTURING CO.LTD.
503960,INE464A01036,BBL,A,BHARAT BIJLEE LTD.
504000,INE579B01039,ELPROINTL,B,ELPRO INTERNATIONAL LTD.
504028,INE064H01021,GEE,Z,GEE LTD.
504036,INE835D01023,HIRECT,B,HIND RECTIFIERS LTD.
504058,INE567A01028,NIPPOBATRY,B,INDO-NATIONAL LTD.
504067,INE520A01027,ZENSARTECH,A,ZENSAR TECHNOLOGIES LTD.
504076,INE511D01012,JYOTI,XT,JYOTI LTD.
504080,INE581L01018,JSLINDL,XT,JSL INDUSTRIES LTD.
504084,INE813G01023,KAYCEEI,XT,KAYCEE INDUSTRIES LTD.
504092,INE716F01012,INDOKEM,X,INDOKEM LTD.
504093,INE795A01017,PANAENERG,XT,PANASONIC ENERGY INDIA COMPANY
504112,INE045B01015,NELCO,B,NELCO LTD.
504132,INE418E01018,PERMAGN,B,PERMANENT MAGNETS LTD.
504176,INE783E01023,HIGHENE,X,HIGH ENERGY BATTERIES (INDIA)
504180,INE502C01039,STDBAT,XT,STANDARD BATTERIES LTD.
504212,INE279A01012,UNIVCABLES,B,UNIVERSAL CABLES LTD.
504220,INE100D01014,WSI,B,W.S.INDUSTRIES (INDIA) LTD.
504240,INE872E01016,DLTNCBL,XT,DELTON CABLES LTD.
504258,INE284C01018,LAKSELEC,X,LAKSHMI ELECTRICAL CONTROL SYS
504273,INE064R01012,MODULEX,Z,MODULEX CONSTRUCTION TECHNOLOG
504286,INE393A01011,DELTAMAGNT,B,DELTA MANUFACTURING LIMITED
504340,INE180M01033,CONFINT,XT,CONFIDENCE FINANCE AND TRADING
504341,INE206N01018,RELTD,B,RAVINDRA ENERGY LIMITED
504351,INE507F01023,EMPOWER,XT,EMPOWER INDIA LTD.
504356,INE017P01014,ZMULTIPU,X,MULTIPURPOSE TRADING & AGENCIE
504369,INE927M01029,GRANDMA,X,GRANDMA TRADING & AGENCIES LTD
504378,INE812K01027,NYSSACORP,X,NYSSA CORPORATION LIMITED
504380,INE952M01019,FLOMIC,X,FLOMIC GLOBAL LOGISTICS LIMITE
504392,INE537L01010,KRISHNA,X,KRISHNA VENTURES LIMITED
504397,INE932M01011,GANHOLD,XT,GANESH HOLDINGS LTD.
504605,INE361D01012,UNIABEXAL,X,UNI ABEX ALLOY PRODUCTS LTD.
504614,INE385C01021,SARDAEN,B,SARDA ENERGY & MINERALS LTD.
504646,INE106G01014,BGWTATO,X,BHAGWATI AUTOCAST LTD.
504648,INE089T01023,BOMBWIR,XT,BOMBAY WIRE ROPES LTD.
